Date,Symbol,Prev Close,Open,High,Low,Last,Close,VWAP,Volume
6/17/2003,DRREDDY,998.95,1015,1068,1013,1061.9,1060.5,1050.17,311083
6/18/2003,DRREDDY,1060.5,1099,1099,1030.1,1040,1040,1042.02,130186
6/19/2003,DRREDDY,1040,1018.5,1043,1018.5,1032,1037.45,1035.14,155976
6/20/2003,DRREDDY,1037.45,1030,1064.5,1022.05,1058.1,1057.95,1041.54,88455
6/23/2003,DRREDDY,1057.95,1022,1050.05,1022,1039.9,1038,1041.21,142718
6/24/2003,DRREDDY,1038,1025,1034.7,1006.5,1016.05,1019.25,1026.65,153379
6/25/2003,DRREDDY,1019.25,1035,1050,1021,1039.05,1041.95,1038.69,117926
6/26/2003,DRREDDY,1041.95,1031,1040,1023.05,1038,1033.35,1033.65,109801
6/27/2003,DRREDDY,1033.35,1045,1076.05,1045,1055.25,1060.45,1066.98,212871
6/30/2003,DRREDDY,1060.45,1059.9,1109.9,1055,1097.7,1093.5,1089.47,257851
7/1/2003,DRREDDY,1093.5,1099.7,1114,1086,1098,1096.3,1100.35,135152
7/2/2003,DRREDDY,1096.3,1116,1124.4,1078.1,1092.8,1091.5,1103.45,126685
7/3/2003,DRREDDY,1091.5,1093,1206.85,1093,1186.1,1193.6,1159.27,503725
7/4/2003,DRREDDY,1193.6,1180,1189,1159.85,1169,1170.1,1171.98,193246
7/7/2003,DRREDDY,1170.1,1166,1183.5,1108,1135.5,1129.5,1149.58,141872
7/8/2003,DRREDDY,1129.5,1137,1159,1122,1140,1135.15,1140.21,169827
7/9/2003,DRREDDY,1135.15,1130,1183,1120,1143,1145.25,1157.38,324896
7/10/2003,DRREDDY,1145.25,1148.8,1160,1100,1122,1115.6,1121.7,224013
7/11/2003,DRREDDY,1115.6,1105,1142.4,1105,1115,1117.05,1124.95,205570
7/14/2003,DRREDDY,1117.05,1195,1249,1170,1183,1183.2,1192.43,572915
7/15/2003,DRREDDY,1183.2,1182.5,1199,1153,1188,1182.7,1171.88,154946
7/16/2003,DRREDDY,1182.7,1175.2,1185,1162.05,1174,1172.5,1171.39,135297
7/17/2003,DRREDDY,1172.5,1180,1189.8,1173,1183,1182.65,1180.2,171719
7/18/2003,DRREDDY,1182.65,1160.05,1176,1153.1,1166.05,1163.8,1163.93,89492
7/21/2003,DRREDDY,1163.8,1179.95,1179.95,1147.05,1154,1153.65,1158.55,85035
7/22/2003,DRREDDY,1153.65,1060.05,1165,1060.05,1140.35,1140.15,1139.5,131838
7/23/2003,DRREDDY,1140.15,1148,1148,1099.1,1107,1107.8,1111.5,234464
7/24/2003,DRREDDY,1107.8,1110,1149.9,1110,1141.05,1136.8,1121.5,146619
7/25/2003,DRREDDY,1136.8,1138,1143.95,1126,1129,1133.35,1136.55,98377
7/28/2003,DRREDDY,1133.35,1061,1156,1040.2,1145,1143,1147.2,82502
7/29/2003,DRREDDY,1143,1138.1,1143.8,1108,1130.65,1129.4,1129.5,122770
7/30/2003,DRREDDY,1129.4,1139,1161.9,1130,1144.1,1148.35,1149.74,94352
7/31/2003,DRREDDY,1148.35,1160,1160,1133.1,1150,1148.4,1150.72,216692
8/1/2003,DRREDDY,1148.4,1105,1110,1050.2,1098,1088.65,1083.02,500146
8/4/2003,DRREDDY,1088.65,1050,1055,1018,1022.85,1023.1,1034.39,417639
8/5/2003,DRREDDY,1023.1,1060,1060,993.3,1003,1000.05,1021.91,544259
8/6/2003,DRREDDY,1000.05,1010,1047,1005,1029,1028.6,1033.21,352836
8/7/2003,DRREDDY,1028.6,1045,1045,1031.1,1035,1036.5,1037.45,171171
8/8/2003,DRREDDY,1036.5,1040,1068.9,1035,1056.9,1057.1,1053.54,453862
8/11/2003,DRREDDY,1057.1,1067,1070,1052.1,1056,1060,1062.06,121082
8/12/2003,DRREDDY,1060,1060,1072,1041.55,1047,1049.05,1055.34,142479
8/13/2003,DRREDDY,1049.05,1061.9,1061.9,1038.1,1052,1049.7,1047.73,126913
8/14/2003,DRREDDY,1049.7,1057,1072,1048.15,1068,1063.6,1057.5,247809
8/18/2003,DRREDDY,1063.6,1071.65,1084,1058,1061.95,1063.25,1069.51,192970
8/19/2003,DRREDDY,1063.25,1067.95,1070,1050,1059,1056.65,1058.71,86469
8/20/2003,DRREDDY,1056.65,1060.4,1082,1055.1,1068.05,1069,1071.17,189649
8/21/2003,DRREDDY,1069,1074.9,1106,1071,1100,1098.2,1097.04,467483
8/22/2003,DRREDDY,1098.2,1101,1114,1091.2,1101,1099.95,1103.25,233409
8/25/2003,DRREDDY,1099.95,1012.4,1126,1012.4,1086.8,1087.1,1092.55,275415
8/26/2003,DRREDDY,1087.1,1005,1113,1005,1105.25,1105.4,1105.05,145472
8/27/2003,DRREDDY,1105.4,1113,1134,1108,1120.25,1123.2,1122.09,277256
8/28/2003,DRREDDY,1123.2,1129,1134.75,1085.5,1100,1094.3,1110.55,452930
8/29/2003,DRREDDY,1094.3,1109,1165.5,1109,1156.9,1151.85,1130.79,281637
9/1/2003,DRREDDY,1151.85,1174.45,1179.75,1126,1151,1145.6,1158.7,263349
9/2/2003,DRREDDY,1145.6,1152,1158,1118,1137,1135.3,1133.88,195455
9/3/2003,DRREDDY,1135.3,1139.95,1147,1092.5,1113,1104.15,1123.3,257983
9/4/2003,DRREDDY,1104.15,1118,1144,1110,1137,1134.85,1125.65,240469
9/5/2003,DRREDDY,1134.85,1130.1,1156.8,1116.35,1138.8,1132.2,1139.09,260634
9/8/2003,DRREDDY,1132.2,1150,1165,1127,1153,1152.8,1153.07,235202
9/9/2003,DRREDDY,1152.8,1160.1,1195,1149,1175,1169,1177.17,363286
9/10/2003,DRREDDY,1169,1174.5,1194,1146,1190.25,1189.65,1175.84,351446
9/11/2003,DRREDDY,1189.65,1180,1225.4,1165.05,1186.9,1192.75,1205.16,444616
9/12/2003,DRREDDY,1192.75,1214.4,1214.4,1146,1150.85,1150.55,1170.99,274125
9/15/2003,DRREDDY,1150.55,1155,1155,1114,1140.25,1146.6,1142.46,271721
9/16/2003,DRREDDY,1146.6,1136,1160.05,1115.1,1140,1138.8,1135.45,432232
9/17/2003,DRREDDY,1138.8,1140,1160,1123.2,1132.25,1143.2,1144.35,466205
9/18/2003,DRREDDY,1143.2,1150,1150,1105.1,1108.1,1111.2,1124.75,155048
9/19/2003,DRREDDY,1111.2,1139.8,1139.8,1054,1104,1094.55,1088.32,187427
9/22/2003,DRREDDY,1094.55,1110,1110,1050,1050,1054.9,1063.15,204645
9/23/2003,DRREDDY,1054.9,1048,1054.9,1001.05,1041.1,1047.55,1033.73,217339
9/24/2003,DRREDDY,1047.55,949.9,1064,949.9,1060,1059.3,1053.21,181505
9/25/2003,DRREDDY,1059.3,1054,1077.95,1042,1048.25,1048.95,1060.09,225619
9/26/2003,DRREDDY,1048.95,1060,1072,1049,1065.2,1066.9,1060.41,64985
9/29/2003,DRREDDY,1066.9,995,1073,995,1041.25,1044.4,1047.62,349573
9/30/2003,DRREDDY,1044.4,1058,1071.95,1051,1059.9,1057.9,1060.81,101572
10/1/2003,DRREDDY,1057.9,1058,1081,1045,1067,1072.1,1059.14,155445
10/3/2003,DRREDDY,1072.1,1073.5,1119,1072.1,1112,1109.15,1094.08,209191
10/6/2003,DRREDDY,1109.15,1114,1124.4,1102.35,1110,1108.8,1113.02,72071
10/7/2003,DRREDDY,1108.8,1119,1125,1100,1107,1105.9,1114.79,129319
10/8/2003,DRREDDY,1105.9,1106.5,1153,1106.5,1146,1141.25,1133.76,289151
10/9/2003,DRREDDY,1141.25,1144.9,1200,1144.9,1189,1191.75,1177.2,413205
10/10/2003,DRREDDY,1191.75,1218,1218,1175,1182,1179.95,1187.9,118093
10/13/2003,DRREDDY,1179.95,1183,1199,1147,1171.05,1168.25,1164.62,128664
10/14/2003,DRREDDY,1168.25,1199,1283,1150,1260,1264.2,1246.75,821651
10/15/2003,DRREDDY,1264.2,1299,1300,1230.1,1252.25,1256.65,1257.84,334654
10/16/2003,DRREDDY,1256.65,1270,1270,1206,1230.1,1235.7,1239.93,374737
10/17/2003,DRREDDY,1235.7,1244,1265,1208.1,1219,1215.3,1233.45,233854
10/20/2003,DRREDDY,1215.3,1205,1229.9,1175.1,1186,1186.55,1206.86,201533
10/21/2003,DRREDDY,1186.55,1191.1,1208,1106,1110,1130.1,1155.88,313831
10/22/2003,DRREDDY,1130.1,1125,1159,1114.9,1149,1141.9,1137.72,258574
10/23/2003,DRREDDY,1141.9,1045,1155.9,1045,1115,1102.55,1111.1,242374
10/24/2003,DRREDDY,1102.55,1120,1138,1088.05,1132,1126.75,1113.45,240650
10/25/2003,DRREDDY,1126.75,1147.7,1147.7,1132,1137.9,1135.6,1136.69,17978
10/27/2003,DRREDDY,1135.6,1100,1153.95,1100,1140,1135.8,1137.5,165066
10/28/2003,DRREDDY,1135.8,1140.1,1157.7,1101,1129.9,1133.15,1132.35,266552
10/29/2003,DRREDDY,1133.15,1100,1176,1100,1170,1165.15,1149.13,272116
10/30/2003,DRREDDY,1165.15,1171.25,1195.95,1163,1182.05,1183.55,1182.46,257226
10/31/2003,DRREDDY,1183.55,1182,1205,1166.2,1198,1195.35,1191.06,209520
11/3/2003,DRREDDY,1195.35,1300,1360,1286,1300,1311.95,1315.86,925525
11/4/2003,DRREDDY,1311.95,1295,1464.7,1270,1422.15,1418.4,1381.27,1519060
11/5/2003,DRREDDY,1418.4,1383,1423,1355,1365.15,1377.65,1388.36,1023820
11/6/2003,DRREDDY,1377.65,1375,1375,1292,1295,1301.9,1319.8,471163
11/7/2003,DRREDDY,1301.9,1300,1340,1258,1267,1279.9,1301.04,330342
11/10/2003,DRREDDY,1279.9,1279,1315,1255,1285.3,1288.05,1288.55,192219
11/11/2003,DRREDDY,1288.05,1291,1348,1261,1318.8,1319.5,1318.28,405635
11/12/2003,DRREDDY,1319.5,1314.8,1314.8,1271,1281,1280.85,1298.22,222147
11/13/2003,DRREDDY,1280.85,1297,1319,1270,1275.2,1276.4,1296.81,304689
11/14/2003,DRREDDY,1276.4,1277,1300,1256.15,1266.25,1266.8,1277.77,255932
11/15/2003,DRREDDY,1266.8,1265,1295,1265,1294,1286.75,1279.81,61658
11/17/2003,DRREDDY,1286.75,1289.4,1295,1268.45,1272,1275.65,1279.89,125869
11/18/2003,DRREDDY,1275.65,1278,1288,1224.1,1238.85,1236.9,1253.31,290859
11/19/2003,DRREDDY,1236.9,1246.9,1246.9,1196.2,1228,1217,1213.94,463196
11/20/2003,DRREDDY,1217,1236,1248.4,1230.25,1232,1238.1,1239.98,307479
11/21/2003,DRREDDY,1238.1,1232,1234.7,1201,1230,1227.85,1215.49,160073
11/24/2003,DRREDDY,1227.85,1245,1259,1220,1242.05,1241.65,1242.61,132043
11/25/2003,DRREDDY,1241.65,1235,1254,1233,1247,1242.6,1240.4,175229
11/27/2003,DRREDDY,1242.6,1250,1269.9,1245,1262,1258.7,1259.43,261160
11/28/2003,DRREDDY,1258.7,1269.9,1277,1250.5,1273.4,1270.7,1265.41,162230
12/1/2003,DRREDDY,1270.7,1196.85,1322.95,1196.85,1310,1312.2,1303.02,262917
12/2/2003,DRREDDY,1312.2,1338.45,1355.6,1299.85,1321.1,1330.35,1327.21,188183
12/3/2003,DRREDDY,1330.35,1324.8,1356,1295.5,1340,1345.95,1335.87,238689
12/4/2003,DRREDDY,1345.95,1357.9,1357.9,1315.2,1328,1329.75,1335.6,120198
12/5/2003,DRREDDY,1329.75,1329.75,1338,1294,1308.25,1303.25,1313.46,136040
12/8/2003,DRREDDY,1303.25,1300,1335,1283,1322,1326.85,1321.28,170595
12/9/2003,DRREDDY,1326.85,1335,1378,1321,1370.2,1371.95,1361.14,263609
12/10/2003,DRREDDY,1371.95,1405,1415,1345,1386.2,1381.6,1387.11,244147
12/11/2003,DRREDDY,1381.6,1379,1385,1350.05,1375,1373.8,1363.52,100779
12/12/2003,DRREDDY,1373.8,1378.9,1378.9,1345.5,1352,1352.1,1358.03,136287
12/15/2003,DRREDDY,1352.1,1357.8,1366.7,1340.4,1354.5,1354.75,1356.23,67687
12/16/2003,DRREDDY,1354.75,1357,1376,1350,1358.25,1361.3,1362.9,192952
12/17/2003,DRREDDY,1361.3,1365,1374.8,1345,1348,1349.9,1358.11,91592
12/18/2003,DRREDDY,1349.9,1359.95,1364.9,1345,1360,1360.95,1356.67,103487
12/19/2003,DRREDDY,1360.95,1368,1379.9,1360,1362.35,1368,1367.12,90128
12/22/2003,DRREDDY,1368,1376.65,1385,1364,1372.5,1379.85,1379.4,63173
12/23/2003,DRREDDY,1379.85,1383.25,1409,1376.05,1387,1392.3,1390.29,102754
12/24/2003,DRREDDY,1392.3,1385,1439.85,1382,1431,1420.85,1411.03,184419
12/26/2003,DRREDDY,1420.85,1438.75,1450,1415,1423,1425.7,1431.73,58456
12/29/2003,DRREDDY,1425.7,1430,1468,1428.2,1458,1460.8,1455.98,172004
12/30/2003,DRREDDY,1460.8,1462,1464.95,1369,1445,1446.35,1451.27,83090
12/31/2003,DRREDDY,1446.35,1453,1464.7,1387.05,1434,1429.1,1438.42,71531
1/1/2004,DRREDDY,1429.1,1469,1469,1426.1,1432.3,1433.9,1436.72,71109
1/2/2004,DRREDDY,1433.9,1440,1463,1440,1450,1449.75,1451.34,122610
1/5/2004,DRREDDY,1449.75,1471.1,1471.1,1425.7,1447.9,1446.25,1448.58,126587
1/6/2004,DRREDDY,1446.25,1451.1,1459.9,1431.25,1446,1442.05,1445.29,126054
1/7/2004,DRREDDY,1442.05,1446,1450,1395,1417.1,1413.6,1417.94,107573
1/8/2004,DRREDDY,1413.6,1405,1425,1395,1413.9,1409.75,1408.84,107813
1/9/2004,DRREDDY,1409.75,1414,1448.8,1399,1414.95,1410.5,1420.61,262868
1/12/2004,DRREDDY,1410.5,1406,1413,1346.05,1362,1369.1,1372.64,169843
1/13/2004,DRREDDY,1369.1,1378,1410,1363.1,1400.5,1401,1391.25,156600
1/14/2004,DRREDDY,1401,1415,1424,1372,1382,1380.15,1394.2,157114
1/15/2004,DRREDDY,1380.15,1391,1402,1340,1352.05,1349.95,1375.73,164617
1/16/2004,DRREDDY,1349.95,1361,1368.95,1321.25,1346.4,1348.7,1354.95,141577
1/19/2004,DRREDDY,1348.7,1350,1392,1346.45,1382.25,1378.7,1376.74,161402
1/20/2004,DRREDDY,1378.7,1389,1389,1335,1345,1342.7,1359.41,101133
1/21/2004,DRREDDY,1342.7,1347,1386,1330,1345,1341.3,1359.84,220975
1/22/2004,DRREDDY,1341.3,1352.45,1379.9,1293,1335,1342.6,1342.66,271692
1/23/2004,DRREDDY,1342.6,1361,1379,1345,1374.9,1367.8,1361.29,156600
1/27/2004,DRREDDY,1367.8,1385,1454.8,1385,1431.9,1425.5,1427.4,319111
1/28/2004,DRREDDY,1425.5,1440.1,1462,1425.6,1440,1432.15,1443.5,291162
1/29/2004,DRREDDY,1432.15,1435,1453,1395,1435,1432,1425.87,205632
1/30/2004,DRREDDY,1432,1445,1449.8,1371.5,1409,1398.25,1409.72,185998
2/3/2004,DRREDDY,1398.25,1332.25,1340,1252.2,1290,1289.55,1283.07,533096
2/4/2004,DRREDDY,1289.55,1295.5,1349,1280,1328,1323.2,1307.73,141602
2/5/2004,DRREDDY,1323.2,1340,1340,1301.2,1310,1309.45,1313.8,70979
2/6/2004,DRREDDY,1309.45,1321,1342,1308.5,1333.25,1332.85,1326.4,151309
2/9/2004,DRREDDY,1332.85,1250,1265,1210.2,1249,1250.35,1241.65,383160
2/10/2004,DRREDDY,1250.35,1299,1299,1211,1247,1237.2,1237.8,455413
2/11/2004,DRREDDY,1237.2,1260,1265,1242,1260.25,1260.8,1255.97,173629
2/12/2004,DRREDDY,1260.8,1267.25,1276,1220,1242,1241.9,1243.26,408018
2/13/2004,DRREDDY,1241.9,1245.25,1275,1240,1252.25,1255.15,1251.99,518646
2/16/2004,DRREDDY,1255.15,1270,1274,1230,1242.05,1235.9,1249.04,459990
2/17/2004,DRREDDY,1235.9,1250,1250.95,1220,1249.9,1240.8,1235.21,356014
2/18/2004,DRREDDY,1240.8,1246.25,1254.5,1234.5,1244,1241.8,1242.66,210273
